,index,author,count,mean
1997,1163,2571ff8b0c14794efc7f902f9683c7e4,16,453.625
1998,3073,60fa010c7fcea5c22338c18b314b216d,1,452.0
1999,6052,bcfb0950fbb7794c58078c0fd9793c96,100,450.95
2000,4252,85707a207a9dfa62d862582ef1443ba5,99,450.54545454545456
2001,7930,f987a4f7076a828bf9aa2e84303337dd,37,450.43243243243245
2002,2868,5a43b29f8e6d95898d19efae07927202,65,450.32307692307694
2003,949,1ed96d53f1cd1f5d75896382df94e8d3,96,449.8645833333333
2004,5002,9cf69ab3feaf1d2881884cf45991fc72,49,449.16326530612247
2005,7738,f32ef0b6dfce8d8a2b6f340114eec481,85,447.29411764705884
2006,4410,8b10c511b5db70ea0386688f01c86f0f,99,447.09090909090907
2007,3723,75189bdd1ecedf4d080f48d00298babe,100,446.77
2008,3944,7b3dd9b2d6dbd5adabe8b0527998f622,89,445.5056179775281
2009,6982,da8536835b50b4621c5776fa5b4aaa4e,1,445.0
2010,7996,fbce05d481580cc9a255da94798f3947,99,443.82828282828285
2011,5865,b760fe82f4572846acd0be532f8c6a9d,93,443.494623655914
2012,6331,c69b60ab3f53109195982508bf6676b1,100,443.18
2013,5230,a434e82edfeb1e2d7c7b25cf420b6894,99,442.7878787878788
2014,6391,c87ada818a0d732df9ae79059066deb1,99,442.3030303030303
2015,2099,430b34e93aff89ba6260554e2bfdec86,99,441.7878787878788
2016,7365,e5e544888dd2b6c4396938230314de22,2,441.5
2017,4389,8a6c66b32d03b76567356549557185ba,99,440.3838383838384
2018,6843,d6b5e9f63ab514f8be1b349fc7945e1d,99,439.90909090909093
2019,3823,781c24cbd11e03e4d7ea0144f10fe815,8,438.125
2020,3922,7ab9b6b92623feecdf59697948df0f29,99,436.6060606060606
2021,6993,dab9663af4688f7e61ba4937d9999df7,99,436.5656565656566
2022,2292,48b5dc90c6b4a1a47c744c6e288f695f,84,435.75
2023,1175,25ca7355d0e357978dd8c5a6797e9c00,97,435.340206185567
2024,2367,4af310fdf54e58703d170f48c4cec93b,98,435.0204081632653
2025,1698,36318dcb310326a71e5e5e8f87f3bbc8,1,434.0
2026,4767,962fe42b1d232fbb58306b5c26b92efb,99,433.7171717171717
2027,42,01355ed33419f4bbae2043bccff9ad04,99,433.22222222222223
2028,5099,a06beeec1976066f90a691b87d6fff67,100,433.07
2029,4250,85687974376efe7831000e5fb784197b,1,433.0
2030,466,0edb91d6eff859d2850b656bfbf0dfd5,98,432.44897959183675
2031,5364,a7d4a96c89ae2c2bcd575ca75a310c3a,98,432.4183673469388
2032,1490,2f5e19d49ab738dd100496fea9263c03,98,430.4591836734694
2033,892,1ce51011e31cc044b967e3aaf99b96fc,99,430.37373737373736
2034,1993,3ffcf2dfa8f66934a32af9f72c5f86e5,1,430.0
2035,4118,81402df7ab4b1872001f8dd5462b564f,34,429.8529411764706
2036,366,0bc2507b5871a67fc0009a1d262d4175,96,429.7395833333333
2037,3514,6ec674dc005a572f54fa30db5ac5dd8f,96,429.5729166666667
2038,4890,998e8cf81702bcc36a476ddb28ce3b32,99,429.4040404040404
2039,956,1ef4c62e938e9b11e5922b1f3d270979,99,428.27272727272725
2040,3600,715b852778b5c66b78d763b2feb55a4e,1,428.0
2041,5334,a6b5cbdc05de3036492d7756935e5b15,33,426.6363636363636
2042,1061,224fe72bb93359fb6a904d5521a3c38a,99,426.27272727272725
2043,2360,4aba04623a61227c30d64a2126f7160c,100,425.21
2044,5725,b2e74a1e30b9d271c1ec9ba1a0b0c1b7,2,425.0
2045,697,16883fa3bbb9d4977cf955a01d8ff5fa,58,424.1034482758621
2046,6906,d808c3e74da3783e7cce3e3ede77dd9f,39,422.7435897435897
2047,6225,c30dcd9e671a7d708dd71d003e221404,60,422.5833333333333
2048,5497,ac1c4f2e03a891039b308fd08168b334,100,422.38
2049,436,0dd5bb25a4d52e595c8da15df7392e10,99,421.65656565656565
2050,7361,e5cc4fb3969db3135067183fcdeb5408,2,421.5
2051,2940,5c8c9ec180154863590d33e890040d81,97,420.50515463917526
2052,1404,2c6afaaeaa82acaa20b98ba49ecc6021,99,420.27272727272725
2053,6867,d7452e8dc851775bf51980de70bd07ad,98,420.2551020408163
2054,6579,ce49dd4153a9ed31cc186c5d0d74bdc3,34,419.97058823529414
2055,130,0386960ec226213390123532fad4eac0,99,419.09090909090907
2056,7008,db090ef266bce914cdc783fdfaf7d0bc,68,418.8235294117647
2057,6123,bf3aad607dd3266aaf790412821b35c4,99,418.5858585858586
2058,833,1adb604acf0c5454f91ff47e5ea87a31,99,417.95959595959596
2059,4208,843694e7151bedf3bf2fae9e4a373f9c,99,417.7171717171717
2060,1009,20d1167152db6cb12a694215ea246488,98,417.53061224489795
2061,4361,89a25619d5d024b1dbf98f7b86d6ecec,99,416.55555555555554
2062,4715,94ade7aaa59708f2a24bd99a439dd1bd,3,415.6666666666667
2063,2950,5cf945131f0a44b885257f68f506d322,99,415.57575757575756
2064,588,133402e81dd37ec31c2290ae06347ac1,99,415.4848484848485
2065,3088,617739669932223a5fe73694e644133c,83,414.30120481927713
2066,6025,bc56a0cfe424408ec32819896445f12a,2,413.0
2067,4952,9b53e2ce6c89e07668c616f7ea5336f9,99,412.93939393939394
2068,709,16e46de6cf61d2fa582c67e5adcc005e,3,411.0
2069,3029,5f5b5948abb5b451b65a9da85b4c1067,99,410.7070707070707
2070,7794,f4f709c15d6d1aac3d29fd261244044f,69,410.27536231884056
2071,946,1ebde2903e1a2d287b2973ea801932a4,99,409.969696969697
2072,5762,b3ffbea18264f881ab166d3cc1a25241,26,408.65384615384613
2073,3540,6f7edb2cdc30a079d43a40d634ea117b,99,407.6969696969697
2074,4207,842a6718eb65cc2780af8b22a548a6b8,63,407.41269841269843
2075,5286,a58b1fc69522b829b1e9711369ed6700,97,406.83505154639175
2076,1516,300a4d9a411122cc84c3d31080c3a159,100,406.05
2077,2330,49e6d2091f6fdf99332d92c1575ed512,1,405.0
2078,2713,55b2ad1fa90452f0a2a861583f949f7a,96,404.9479166666667
2079,1166,257b34a31d25972bf43b29b02471a43a,98,404.6020408163265
2080,4597,90cb2dfdd55662c59419693433aefed9,98,404.44897959183675
2081,2826,59227130f82fc6bd51447e24f04eda56,65,403.75384615384615
2082,7809,f5618427ed17bc5e23afee0a9c3ef25a,100,403.03
2083,7282,e337aedc8d847438cb1c6ad023fcc0dd,99,402.6666666666667
2084,1715,369f3f25b8a35382ae817d98a68727b2,19,402.05263157894734
2085,5941,b9721717abadec2d79cae5d80a17dfd9,1,402.0
2086,1330,2a269b13e74b0f54c27055594f4e2b49,96,401.1875
2087,4679,933d6cea7d5edf71afd5509371f6f0ce,77,401.0779220779221
2088,6732,d331b25047e39e7844533786a2e52e89,99,400.8989898989899
2089,6435,ca15db0491e1bba69e8822c79cc86ed6,99,400.80808080808083
2090,3354,69f4528951d213243b7b4ac9fc1103ae,99,400.64646464646466
2091,114,030f73791b840ed79b53a31b40a0adb3,97,400.6082474226804
2092,1509,2fc5c4910c282cc74bd71180fe32aeda,99,399.6363636363636
2093,3432,6c96cba1775810e48ccad07c389e7b72,1,399.0
2094,70,01e71e3f503c91c79e84f5e67fb6cb16,99,397.7070707070707
2095,4342,891010030a41c18185ddcfa5045c95ab,99,396.06060606060606
2096,8026,fcdd337127906d13a28c56de72e1d4d2,98,395.3061224489796
2097,962,1f265543d39292d461a26210ffba318e,95,394.7368421052632
2098,5145,a1c176b862430843f356f415719b872a,99,394.5151515151515
2099,3302,68636733a504a0c1bf4a3836f37b97a0,98,394.44897959183675
2100,6719,d2c0d4b98a670977b6fb2d0a56764e27,99,394.44444444444446
2101,5493,abee22733a0ae411955ac1ed979449ed,99,393.83838383838383
2102,7507,eb499b65a7bc5ce4a5ad7bd7bd6d6c2a,100,392.98
2103,5401,a8ede85360ace5f283b680bfd7e39593,85,392.83529411764704
2104,5916,b8d170f81c878d5b97eb36430e436bc4,57,391.5438596491228
2105,6118,bee97e96c60a4d0d599b9306dc9312a2,96,391.5
2106,6946,d9457b4e2581894be9de77c974e9752e,28,391.39285714285717
2107,8093,ff160d66a022f9ff695fd5594c655813,96,390.8958333333333
2108,7625,ef3fe3e93183a3319560e7b6e17cef02,99,390.6969696969697
2109,37,0113383fc36f9319675854ba869ca1fd,1,390.0
2110,3157,638ed6c41c227b4d183e3e41b51b2b6f,98,389.2040816326531
2111,7432,e87a1ddebcdb52353df0fd79094cc870,98,388.1734693877551
2112,6517,cc714f94ef8d83cb7f3771c77ae33233,100,388.05
2113,805,1a2cb52afea84959514dc1e7c161d144,99,387.8181818181818
2114,7387,e6843cf2b5f3723c3fb40dc4a7fbb450,100,387.51
2115,965,1f3318034c7bbd871e3fc3f77c341a35,100,387.43
2116,5226,a3f477faaa91a4c64ede73c8886c2890,92,387.32608695652175
2117,3671,736923b9fb2afdf259165ea9f1cf84dc,7,387.14285714285717
2118,5340,a6da62d358de993f6b7dbddbe918f1b3,99,386.7878787878788
2119,1495,2f96a976e25b1d215fdf89e7ed94b1f8,100,385.25
2120,7617,eef81444247b30f8016091e11c4e44b0,99,384.67676767676767
2121,2443,4d54fb9664b03e12e03cf17e3ce80e97,99,384.52525252525254
2122,1963,3ed2de2d54677a2065d01ab849e774ce,98,383.8061224489796
2123,3508,6e7a6a1cd51e9af66f6acf18b469911a,99,383.6161616161616
2124,5031,9e11dae25d90dcaf75b0cfd1198f012a,96,383.25
2125,452,0e63303697965da8b05972af37ee56a8,99,383.04040404040404
2126,7708,f23c3b4e8f4c2a38fe416b2c942c78da,99,382.77777777777777
2127,4696,93f8617a9b26db9a21477bb63e35a989,96,381.40625
2128,97,029be285bf16e84058d82ec62337e52e,96,380.0833333333333
2129,2218,46a540e94778a2423465927b6a288002,99,378.8888888888889
2130,6060,bd2355a1d4a6e97f94d3d3849e376cf7,99,377.72727272727275
2131,7141,de7bb02a55e4ab4e9e638010b94e77d5,97,377.2886597938144
2132,6461,cab4bed58a745fda66f87d10df6853e2,97,376.30927835051546
2133,6380,c805c710b0b30c2a6de54748ab599cc1,63,376.2063492063492
2134,2510,4f2708d9b45a02461e4d5051a43a1bab,99,375.989898989899
2135,4354,89572a1f1edae823fff37d2bed7b72d1,99,375.3838383838384
2136,3841,787c5040071fe62dd18d5ceaa33efda1,97,375.2886597938144
2137,7902,f8a9c5f0dcd82c99c566cdd9326b38a2,13,375.15384615384613
2138,1764,387f4b0fdf0145b24146cf852a9e4492,99,373.5858585858586
2139,7324,e47e06d44c7511e971debe16b211afea,55,372.1454545454545
2140,1752,3815611371784747f6f9a981619c84a5,99,372.1111111111111
2141,7586,ee1b10fd702da90c60aa87c78d8fde93,68,372.0735294117647
2142,1494,2f8e3638bb6012572650109c6f6b529f,3,372.0
2143,794,19b2202f79943d5fee9318ba08602fad,85,371.1058823529412
2144,5933,b957758f94b537779ab3ad94f3b87f48,97,370.7113402061856
2145,5674,b1819db3e939b58e2e1c8104242e3fe4,99,368.8787878787879
2146,4004,7d70b999c5d05600c5c6deb919377b13,95,368.12631578947367
2147,3737,7580d72e24d400115b073dcc5c8343eb,99,367.22222222222223
2148,6846,d6b949074c37042f606f3291500afd7e,100,365.84
2149,6943,d92eeafa5aac0811784c4c24628a1ecb,1,365.0
2150,6439,ca3b6793c3ee3a3ec1cfb49b02798d7b,99,364.4646464646465
2151,2943,5ca73d659622adc311edfef91f1fa57a,5,364.4
2152,1610,331012ccafd8a193db075bbced8455c3,11,364.27272727272725
2153,3921,7ab2aa91c9cb34490d98f12555071df7,99,364.25252525252523
2154,6754,d3f9bace7600e9f251f772c009759168,100,364.19
2155,6638,cfc18a9e395a0a5784ae94f950a08224,98,363.55102040816325
2156,243,076f089372dc0248154d042b0cb6204c,9,363.44444444444446
2157,3681,73b8ffb7d3cf96f00061ee6677fac390,100,363.25
2158,3340,69b678df1becc4a93267e8f8400e3d64,100,363.03
2159,3602,71639a403a3b07529c187ae51f4a2871,19,362.42105263157896
2160,2835,5959f69fb52aaf85584ed52f270e06d0,99,362.0
2161,591,1361dc9286d8f16d555b189541a02569,100,361.5
2162,6014,bbf42515539e0a9dea5514715281cb48,98,361.44897959183675
2163,5197,a2ff2229d2d866cd7300065a287f1661,94,361.3404255319149
2164,2566,50b2fd0ebc0861500d78e7738b9374d4,99,361.22222222222223
2165,4257,85a220a83f1a7296915173b3c63dabd9,99,361.010101010101
2166,3688,74130fee1a2df7cd82a70be6e04509bc,1,361.0
2167,901,1d3154f8309d5c362f70c384d2adcfd4,95,359.6
2168,6307,c5f1be21c839f4e126cb6f8f32e31acd,17,358.1764705882353
2169,7607,eeb2ff1b6f936dd5f091bae5ea55be3b,93,358.0752688172043
2170,4299,874ce95b834037855dc95addf30d8bc4,99,358.020202020202
2171,3037,5f9afdc48ccbd785d06092124c124707,1,358.0
2172,3896,79de0e75a9d0928292626472725c8853,99,357.92929292929296
2173,3925,7ac615ad35f3fd98747cc03e3195b43a,80,357.6875
2174,5973,ba66cdfc72d3fcdef5d6626bf0f4b83a,99,357.4343434343434
2175,5896,b871aec56a94fc5ea9db45aed4a8f65f,22,357.22727272727275
2176,7004,db00d4aded5e9beb891102446bccd099,99,357.2020202020202
2177,3063,60a7d61c826f72cbfac7f13c1f0b288d,100,356.77
2178,1109,23ad2e15ba6af410a9cf2b36a8d0cb4e,96,356.03125
2179,6554,cd7b4241794eb652a2e0472cef902d3a,4,355.75
2180,5499,ac2c2108240e32bbfd03fc7a9dc1f789,97,355.5670103092784
2181,8081,fecc92db68e6f85cd032708625d8f306,96,355.53125
2182,6845,d6b834c50c2b1bb407a5061d882d889d,99,355.050505050505
2183,4829,98197e0dd24424e83f5ef78490510177,1,355.0
2184,5822,b5d3f22ad2d3aeaffa1e852be3e682e1,100,354.7
2185,8006,fc200fa9248cfce939b0b42b1c8d9674,97,354.4226804123711
2186,8024,fcc43f2c4328de3d122e3c59396bb8b3,38,353.44736842105266
2187,2972,5d7d084cf31796e2ebb4c7c5b9ec1793,95,353.41052631578947
2188,7329,e4c1aa69606624cf0b6bd8534ef29060,99,353.26262626262627
2189,4010,7d9dd33210eb358fa984b1570da842f3,71,352.16901408450707
2190,4543,8f1366b8f0e7b3bdc43e4933cb80782c,99,352.1515151515151
2191,2405,4c32cc796e663c96dc5b029a090583da,9,352.0
2192,4451,8c90fed3ecbc5254cc25aa5b31eba09e,99,351.7171717171717
2193,1118,241183c7d49c6cbbb333b445544317dc,94,350.8404255319149
2194,4740,95931bdf30eead95b951599de4ba4263,1,350.0
2195,3168,63d2df2e364047cf71284251c3f3805c,99,349.6969696969697
2196,4925,9a6f15485e1e14d835a04f37cb6579ec,98,349.68367346938777
2197,3749,75c84ee5f48131e4f19fc9d6ccc13d13,100,349.2
2198,7814,f59d4ea09c066174718ec765f48efed1,53,348.7169811320755
2199,5025,9dd9ca0a96d9edcb6e6996633194cab6,97,347.83505154639175
2200,7193,e0537a95ced25398bf087305aea13f21,95,346.81052631578945
2201,4122,815524912139301dd8c4e0c5528055ba,94,346.7659574468085
2202,443,0e10b8d478debf8fedd167210d73c6c5,99,345.1515151515151
2203,3912,7a77bca7226f8b39ec51390d7fb7f1b3,100,345.1
2204,396,0c9f2e21765e43f7dbca1c5ea08b2409,87,345.0
2205,5288,a5a025e58aeb29bf3f59ef8d891cf9fb,98,344.88775510204084
2206,6664,d0cf83644bef8ad97ba8e67bdd37a7cf,99,344.32323232323233
2207,4364,89b986f20b22f7bb8245acef8b29e9d8,99,344.14141414141415
2208,514,109ba6b6309aea467f8477911fb3dce4,100,344.12
2209,3334,6971ab2a1a57fb7d2848fa30295f1e13,42,343.6666666666667
2210,3067,60c6c4733f948daa2d37760006596b1d,98,342.9387755102041
2211,6286,c535b71d63af043de29b6d42f0d43f8a,16,341.1875
2212,605,13afdbeab5f395bcfca2168a35f390af,99,340.57575757575756
2213,1146,24f6d9bc6a71feab85daa590a42f5c34,97,340.1855670103093
2214,6753,d3f79c982d8d33c6a8a14b70437a1cb6,98,339.7142857142857
2215,51,015ca4e38c6fb5d7becc3cf9914a7572,99,338.969696969697
2216,1555,31504d407a2cf6b8fb5ffb3229dd84ef,99,338.7070707070707
2217,123,0343afb35f2a8e6e8e4dc7e6724f01df,99,338.22222222222223
2218,522,10c9f18db37f0f100768d6bdc8d38205,99,338.1515151515151
2219,7991,fba805781b0d15381daaa2c8a3306663,100,337.99
2220,2588,51baf6e6982604b4397f9d008c21dd28,95,337.37894736842105
2221,7040,dc28c003556f841bad267770175fa3bf,3,336.3333333333333
2222,458,0e8e2075f7d5cbd598d93cd539286132,31,336.3225806451613
2223,3852,78ed7f0159c437fd58698edc2f651608,99,336.030303030303
2224,994,2059b7af3836b1e140a747bff0f76681,20,336.0
2225,6105,be621613b693b58c3bc6bfde9d9557f0,98,335.765306122449
2226,4440,8c479e9990587d9439f7bb43e2e3afcf,99,335.62626262626264
2227,5456,aaa70cdd2e27e71c210fd76ea4961ca6,99,333.73737373737373
2228,6000,bb2aa3806247c3b7546cc3f8795a7ae7,100,333.54
2229,348,0b2551b001dd726f23e7ceed4e3ed87b,99,333.22222222222223
2230,3917,7a988709667835e7b2cc7b902b06a834,99,331.77777777777777
2231,3136,62f2d787b6ce3d252edf5733fe516b5b,17,330.52941176470586
2232,6341,c6e56255a283e4a5403535399a9bc868,100,330.34
2233,5492,abe019ae66a07c0c82affdd21bb2aabb,100,329.68
2234,6604,cee9387e3b2834ec01be4018c6740de6,77,329.42857142857144
2235,2677,547754cd131fe2ea329cdbf02df467a6,98,328.92857142857144
2236,1675,355178a691cd625663b4679d58a5eaec,99,328.3131313131313
2237,2618,529c5ad89e7db444d112fc625fb6dc13,97,325.83505154639175
2238,6463,cad62b62cb268d43b6106b17ac9a1bb5,97,325.64948453608247
2239,6799,d5280d90ca1671d169cd1b8971565e13,98,325.16326530612247
2240,5134,a159e90d50cda295508eb34a1186b158,98,325.14285714285717
2241,2187,45a465b7d8a037cea921a3f2cd03a5ae,78,324.20512820512823
2242,4861,98f33944e76d03c6d6261ed6cb21c682,94,324.13829787234044
2243,6393,c892d02c25a660ea0b5a80f1c2d4f1e2,58,323.8103448275862
2244,1595,3287400c479b6a6ce9b2b8fd05da8b45,99,322.7878787878788
2245,6179,c1606f367e36d85028a0645bd445c608,99,322.25252525252523
2246,1401,2c4537f4cf96ac1d182a90e265ffcede,1,322.0
2247,5065,9f7fff98dd8b5a1fa0392bf4724357e0,98,321.16326530612247
2248,1482,2f1a52b71961a9c60911d35de9f1bca3,98,321.03061224489795
2249,1251,27e4feb85b62405b4a1ac877b74cb7fa,99,320.7878787878788
2250,4349,893369fcdfb0971e6bea94439b081578,100,320.66
2251,5149,a1d4042e981f96636cd90406d9582c50,99,320.37373737373736
2252,5078,9ff09a7e45e8691805b70ad9810c1b3c,83,320.27710843373495
2253,3953,7b83ea234a83cb8133712476a0ecaae8,97,320.10309278350513
2254,2273,48381a3583d399a9f2ded8bc907a7e99,52,319.86538461538464
2255,146,0403cf9f947f17e817aa29d364f8f90b,99,319.34343434343435
2256,2104,431cd4eccc3466c68351498d4768d462,54,319.1111111111111
2257,4908,99def6d3188c73160e80a5934093221e,37,318.8918918918919
2258,826,1aa08c84bd193615874962f53b116c38,99,317.45454545454544
2259,4140,81e5b0366e11bc25abe301a615455760,97,317.340206185567
2260,5615,afd1c3189f378a8a2a9df4f8eec60004,99,316.6060606060606
2261,4872,992202858662cee034682bf4001fb337,98,316.5612244897959
2262,6522,cc87477822860a212f503fa8dfb016db,99,315.0808080808081
2263,7360,e5c5f758a01e96ba7a545773bb6115f4,97,314.36082474226805
2264,7164,df4cea062394146579ff8a46a73afcca,99,314.020202020202
2265,4227,84c16448bfa5a7c9d4c96259e8a0fb22,1,314.0
2266,3673,737a0a218ec5fa0e563e7ace34b88dac,99,313.47474747474746
2267,4459,8ccd18cdf504ba0c33a5824829826a96,100,313.01
2268,1174,25c7b1de172554d4b5ff08916e756a8f,100,312.42
2269,5553,ae2cf4fce1f1d21f93f7113982a7b3a0,99,312.22222222222223
2270,3555,6fff399aa2d35360a2af00eb0a72c05f,99,311.14141414141415
2271,6825,d5fd3de7885164e760b4f244e1b490e6,99,310.47474747474746
2272,2127,4402e74b13dd25ca8654da11305fdd11,98,310.4387755102041
2273,1276,28b7940edaa4633befe7b4dd30e211ee,84,310.2738095238095
2274,5269,a50af32b10f49dfa6021303256b7cd61,100,310.04
2275,570,12413c113e3674f2eff5630997022c3b,99,309.73737373737373
2276,6898,d7e6fd31031f4918c3e8f2b1e119cb32,99,308.52525252525254
2277,4718,94cd6587986c082248c0525a5242a621,99,308.1111111111111
2278,1802,39fa08ab1a66793ae81768673b028675,14,307.7142857142857
2279,6037,bcb017063d90ea9380b54e4cba68d5a3,99,307.4141414141414
2280,2131,441d383fc28a19df7fdfc17fcc7c5aa3,92,307.25
2281,1701,363c8c724d14f0027b09bbb5d311d63d,100,307.2
2282,1704,3654b560dc9a5fa12b693f2a6c121efd,99,306.3030303030303
2283,2493,4e9d8fb1f5c9691fc66ab0e1518141dc,97,305.25773195876286
2284,3154,635739ee7a9d7da544e50bc4099263d7,57,303.6842105263158
2285,3888,79b947bf4542826b2fbe2f94a547d8c2,100,303.63
2286,5394,a8bdeb7448711a4fa3af58e64c0c1d43,100,303.44
2287,1902,3d481ff2af20ecd0d6c6826db80c22bd,17,303.4117647058824
2288,2132,441ebcddfa859f29aaf18a568fe9dec6,99,302.989898989899
2289,7247,e21d3a1ade9bf630ca4b4bee10b4c32a,53,302.45283018867923
2290,850,1bad339d47cffb4efe17a5c05c2a51b0,100,302.36
2291,2640,5334ca0a74e72cb769cd9a99ddfa9b9e,37,301.35135135135135
2292,4517,8e5fb52ec4f6b883f486e882236c1f81,29,300.13793103448273
2293,4498,8de359929c9f1e794c48f6f0605b804e,98,300.05102040816325
2294,2796,5855d3d017d251c76ef9662dc85ef442,98,299.8061224489796
2295,7471,ea39121f18958612e4c02d579440aafb,97,299.10309278350513
2296,3138,63035ee3e17d790d0a1a7157bd992ca1,87,298.9080459770115
2297,5137,a1635a6644f5e1c11d5d0cace4e8ade3,27,298.77777777777777
2298,6165,c0f5ee7a6a84ec8220a090574031e374,99,298.5050505050505
2299,4494,8dca6f0a13cc92a77c9a9f4e07f58d11,99,297.06060606060606
2300,7895,f87737b08a7e673021b23db4ed07773d,100,296.86
2301,1405,2c75b5f3ce232347feafd87bfcf60ece,68,296.77941176470586
2302,1803,3a03dbcd394e9b11e3f5e6512713f1e4,67,296.46268656716416
2303,6414,c955ecc49bbc9d357fc8f9632d242576,99,295.9191919191919
2304,6221,c300b83420c431d8262cac1737afa2cb,23,295.9130434782609
2305,6055,bd1a2742c43947bee6ffa6d52984ecd8,100,295.88
2306,1538,30e837e1526c5467ad93bf00929f178f,100,295.76
2307,359,0bab54aa6f520d86a0a281c9a9225dc4,99,294.979797979798
2308,1594,3282a8df783619cba22778cb68d085a9,98,294.5408163265306
2309,3646,72be7fa52358d30fcdefb048d7cb6c8a,65,294.53846153846155
2310,639,14e9cc0c8d7316d7c206ff19ac5f385c,78,293.55128205128204
2311,3909,7a690cc4b7c51f2742f362b5361913a1,100,293.2
2312,6675,d159e04e0a0a5c6d84c98c294156280e,99,292.45454545454544
2313,383,0c38dc5f39963b4eb8c344ff29ff3c79,100,291.97
2314,4552,8f69de354b87527352222394cb39a2b8,94,291.9574468085106
2315,1894,3cdc7c61ffd4fae3263932bb0f1b59b4,78,291.88461538461536
2316,4070,7fef79c7f1e0e62355ff0bfe09738eb0,84,291.5952380952381
2317,4611,9134544f8fa05417fecd02a75df40c6e,99,291.16161616161617
2318,7362,e5d99096c86fb9f1f955d9ede5f55d90,99,290.95959595959596
2319,3900,7a232af0a7226c70901031a1e6e448ca,96,290.5208333333333
2320,4001,7d4c15e4d671af0212a31141ba5915e7,94,289.97872340425533
2321,3427,6c841c3cd1c18f70ed95fc09d41ffe04,72,289.47222222222223
2322,4359,897ad1696ee8b6707e89d55d81520d8c,97,287.659793814433
2323,7389,e694b870cbb30581bc9fe0234d28721b,67,285.6865671641791
2324,2624,52bea3c830d5a64266190a16851f0c94,5,285.6
2325,1025,214e57ce1331b863b1158083733bb3c0,99,285.25252525252523
2326,4415,8b36a7a84dd0acf0271522eac90db1be,100,285.16
2327,4918,9a3d0f28989599c22c6355ad5dc8ebb3,33,285.06060606060606
2328,3618,71f1a55662f8ef67b59550d8304d93cd,99,285.030303030303
2329,7952,fa51680ea0c1b517bfb9571b9095a725,1,285.0
2330,5522,ad02419c7efc123199ffa54c154aba06,99,284.8686868686869
2331,2517,4f6ae96f694b6e701d083b297c10ed56,53,284.60377358490564
2332,1503,2fb17281059269ac5638203befa8e627,52,284.03846153846155
2333,6994,daccbd54ab0771e46efb5451faf4fe21,99,283.42424242424244
2334,1188,26130176f2e1ba72c98fcab95655b706,99,283.17171717171715
2335,1049,220412802e640421ec42541e7d4b65f9,96,283.0625
2336,5159,a2274ce9bc316a1b8dfd15fb43718fcf,89,282.82022471910113
2337,4924,9a556f041c329c8d3ab6c88c2afdeb7b,99,282.5656565656566
2338,5169,a26a640f645249aae5623aca2ac49ecf,99,282.4040404040404
2339,3057,607b6f0c8b92940aef55a7a125c84a9d,99,281.7676767676768
2340,2351,4a69b9df44c4b854d9eaa7666ace470f,94,280.8404255319149
2341,326,0a6891a37d7023c5f7ce454db1325c9c,99,280.1010101010101
2342,29,00d8b59548a2dd8ac5e28f7609ea26c9,100,279.24
2343,6263,c49208b6a7f16814e80169aa1071539a,94,279.0
2344,3712,74d622dfd7d99d9eb1ecfb67c5ee462a,1,279.0
2345,4634,91e3d0e2d3b10008f8fde2b4e9e92119,99,278.54545454545456
2346,782,192e2d5f3c83c8e6af3c82bf48c4ad79,99,278.5353535353535
2347,2698,5517e6064a6a418034bbfbe51dd37a3e,97,278.37113402061857
2348,6738,d3747b95836a4c43224f00c17ca6fd25,100,278.37
2349,5848,b6c5fda4cb8248a2f86b28c97a8cdcc3,100,278.27
2350,2477,4e2a4d73aca91b8a815074963989ba93,99,278.1313131313131
2351,4593,90ba8fe966b6fe4bd41c9ec82691ec8f,99,277.6868686868687
2352,3049,60483011a2783e3d507acc2a0a6c1afd,100,277.66
2353,5224,a3d464af8ab4e4854b857ecde9f73879,100,277.31
2354,3269,6765ee52a9f4951c3c815723d6c2ce16,92,277.0108695652174
2355,7729,f2d92b52377a4faa3ac37c9f879ab8b5,93,276.8709677419355
2356,529,1100cbae450fe7a3f69771b09a9b785b,100,276.48
2357,4724,95220d004aa3bdd878ccaef179df07dd,37,276.4594594594595
2358,2728,562eba93e12a4480f733c22f47ae7337,94,276.3829787234043
2359,1680,35b4f4c599582c7e35b5cac607a54ec5,81,275.962962962963
2360,4421,8b787d89a21870288c2244c77713b445,100,275.04
2361,1098,235d664176c13844fb1bd78d6552f639,99,274.6666666666667
2362,6061,bd28c574bb463a6b56d20a82872399f7,99,274.2929292929293
2363,2142,446563a7cc33f20605c55d392c748105,93,274.13978494623655
2364,661,15846dbb2db00c458d7591031c94ea2e,95,274.13684210526316
2365,4572,8ff696ad0834133183925faf44525b8a,96,273.4375
2366,4671,930f3f5b653b329242cdaffdb0e5d544,37,273.1081081081081
2367,6873,d751b0779fa399d8247af30b7170fb69,100,272.85
2368,4027,7e537822ade53c04284da2c44952313c,97,272.7525773195876
2369,6334,c6b1d1e21b780409bfb965f842d43440,97,272.5979381443299
2370,7217,e14dad32a434b78fda37145b8e332c0e,98,272.5204081632653
2371,1293,290c900942c8e1f651ffe0089804cf88,100,272.38
2372,10,0053f4e75497e62fac8331272642bb06,10,272.0
2373,5290,a5a6b9bff44397a31fffc361578df04d,95,271.9157894736842
2374,4276,867dc9a7c1a6739ea163b02434516616,61,270.8360655737705
2375,2715,55c90f0947ab120cb10a3ca08d33d11e,99,270.1212121212121
