,index,author,count,mean
160,2532,4fb15b4a3d48661a72d697ee9cc6a255,11,26196.636363636364
161,969,1f4c2e13ef29a1e617938e3cae59cb29,15,25999.2
162,7260,e27da20ba98f0c534ffda88a1a7eba3b,1,25687.0
163,5060,9f3b687e46371f7adc6694bc98309731,1,25652.0
164,2299,490b2de5dc483db63809f33c2ff451e7,16,25152.6875
165,6101,be49041b583d103b5d4bce9a5eb7ff98,100,25112.36
166,4254,858b1aae6ab295f3699c459e0b2ad19f,16,24907.8125
167,5580,aec001c5f517f9a1b87e6cfbaa70e429,70,24831.457142857143
168,7601,ee6c0bb71fa4af73ed3e0bb2b7ad83b5,8,24793.125
169,3940,7b313cb71dec5b1cf1c2c54e57f80407,13,24757.615384615383
170,4020,7e37c9dec3613895aa7ea7a2d72e7dc1,98,24298.69387755102
171,6099,be3e982442a4480e962d385d20f5fd56,7,24282.285714285714
172,209,0623a97db53c2146de7d4b6b039e7388,98,24226.336734693876
173,3160,63af97f4efe8c916fe8fbc2f5431a25e,98,23946.34693877551
174,4358,89771d89c616398fd5ed0a8ccf45eb7c,1,23862.0
175,405,0cd3c6c6bc155c71543a3551ad127204,3,23804.0
176,823,1a8bf69e059767e8ce9bffa86294d658,82,23708.231707317074
177,7059,dc9b3fcf1f94247f2788c49d67088a19,21,23421.190476190477
178,7466,ea201071f38af9dc913a219338b9375c,27,23351.703703703704
179,7118,dde4f498e71fe5fc303cad481ce48e7a,23,23037.91304347826
180,2260,48105695b1399175e20de68108fe203b,82,22924.536585365855
181,6340,c6e0a862a52f3fa596f13e5398dbf60f,99,22800.868686868685
182,4322,884638eca8f432077d365cded49a7d35,99,22614.18181818182
183,7692,f1939c5137af4c29d0e5d2d3c31c0208,75,22382.04
184,4877,992dabf7230e38cada0c2cb550b94955,99,22352.575757575756
185,2122,43b72c0b20860c30ff80cc90c75ca86f,35,22320.885714285716
186,7338,e51ae8505ecb7d2d39bc610a62f88066,98,22307.173469387755
187,2423,4cdb19fb8be9545a7dc31490c68c828d,97,22255.340206185567
188,3477,6ddfcbf0d2a5572036f5b47904dd051f,92,22097.304347826088
189,6281,c5026104972aa322b624160726ccb70a,98,21971.0
190,1204,269f1e06972c4df51dcd44968350a127,96,21947.71875
191,5484,ab9da15e1a2ebacf30aa8ba71d9b5a52,99,21673.272727272728
192,4961,9b78e1a83363717677466ee9a2518381,9,21243.11111111111
193,7165,df51c2384808cc76cf2fbeb9718b24b1,22,21161.31818181818
194,5998,bb1a91ddd784aecb1e2d51458687f582,1,20784.0
195,3533,6f569265a636589e066b711b7cd92f3f,6,20710.5
196,5727,b2f1e083bc215fc980b9080a01f85b3b,76,20691.36842105263
197,4321,882f632f56c97889bde15c0448b63046,99,20593.717171717173
198,312,09e82045aa129ba5406eeb064ceddd07,93,20478.16129032258
199,5050,9eb106d7c7e948ea43683a4378007307,94,20420.297872340427
200,3746,75b6f85d824c28445f380de5c38a6e1d,52,20416.653846153848
201,6574,ce1ebdeb2840fc175c4b4a52d35a928d,55,20371.054545454546
202,3620,71f9e5bf0eb12db445ffe8d098c5447a,98,20219.70408163265
203,4607,9108e8339c6c9c86c5ab09af9aba0eac,45,20013.733333333334
204,186,05113995b3c81519f20fb9ee6a287165,3,19907.666666666668
205,6431,c9f49df21e838a88ec2274c3627e5ca0,100,19825.54
206,1252,27e849c045ebe15363ccd8465a2096b9,8,19790.25
207,6403,c8e4980f8ee53e34a7e6e0c8b0b70b68,98,19777.714285714286
208,2505,4ef9ab6a2efc6ee86201f2f7be35f335,7,19753.571428571428
209,5800,b53277f186f0307560090d2ddbeb056e,56,19703.339285714286
210,5124,a1093978592d801563656881601074d2,25,19677.12
211,6236,c37124e5ad2a4a0ac57011af03ee4eb5,97,19645.154639175256
212,6744,d3a5b6a8f8bd1970074cb2145d09cf3a,18,19597.444444444445
213,382,0c2540f059dc86e62ea9ad7899181c25,98,19314.70408163265
214,4535,8ef2ebbb248cb1f63b7a698d9dbfeb49,99,19239.242424242424
215,4864,98f92a5a0dfe67c8eb818458aca522cf,7,19168.714285714286
216,4248,8563aeaf65a0f4135aa9e55a7e416ba8,99,19166.161616161615
217,2113,434fab2e57d192585202552df56eeff5,99,19147.91919191919
218,3765,76515bfd45b90dc349b39c078ba328b8,99,19073.37373737374
219,6133,bf810e2e6fb884796ad4cf4026804597,3,19027.0
220,1229,276688e96edbb74605c8222f2854700b,7,18985.14285714286
221,924,1deb2e113b8c1c4f93835e732af1f0d5,32,18792.75
222,1014,20e33af5b408cb84f824b854facc74af,5,18677.2
223,7698,f1d21447cbfc7caa328b6ac3b605c64e,95,18643.55789473684
224,3511,6e9ddbc38532cd987ee99fa4cf1889f1,29,18586.068965517243
225,3410,6c23bb8ec1b5ee30b1c7fb85766d1dc4,98,18425.54081632653
226,93,028f1b47151f0ff525df33b116b9e039,97,18271.319587628866
227,6146,bfeec016f150d659e030a0e8c971ceb4,98,18171.336734693876
228,5198,a3033face53fc3fa58d8d94ddef24c46,87,18076.436781609194
229,7727,f2cac6b296a98691e15df6aca32d3888,7,18044.285714285714
230,1540,30f111f41119d6990531b2e1d2d37263,99,17977.969696969696
231,4419,8b6ca354f39854af07c450c581f84b7a,100,17932.82
232,938,1e5e120fd4ef3603515acb9affade390,38,17523.28947368421
233,5229,a42ebb8d213df09ecadba4cb57d06db1,92,17514.33695652174
234,1818,3a94da9d82fb913b061633cc03b1b9a2,5,17477.2
235,2058,41a790f3ae4b2271cc195b4c44338e9e,97,17405.298969072166
236,3200,64dc157c0e0e2d1296b42b3e1bcd3401,19,17351.105263157893
237,6635,cfbbfedd37cdf05b1b0f085f5f6e86a2,4,17310.5
238,7472,ea3ab883c5a7f95d96b8c982459486a1,10,17310.2
239,1164,2572a3c423a332800fc5d6e12644e7dd,99,17294.545454545456
240,119,03216e0de6fdee955f5b24c127d2e790,84,17180.39285714286
241,1784,3935469aa919d5ba88463e2612b19ed1,88,17158.81818181818
242,3975,7c388b59dec8042d84c2a63d337cd555,6,17142.666666666668
243,3325,691f901c1fb3d22def8a3dde9d981719,98,16994.755102040817
244,1155,252e9ef44752fe719c16129827ca51aa,95,16906.36842105263
245,2415,4cbadbd68311d361a85ed9a825cf85ca,84,16666.54761904762
246,5037,9e378a2b38c24acf92eb58894fff1f94,98,16651.163265306124
247,6191,c1b384bb7dfd6a12a41c61aaa465a901,92,16608.434782608696
248,7983,fb87374ed215b48f85237d7e32e545e2,4,16601.0
249,5680,b1c2b9815947502f585a43b942749fb3,97,16584.515463917527
250,7086,dcf86d3c23edf429dcfbcc8b4f00050d,24,16576.666666666668
251,7480,ea6b076a09190d2acec1077f527d8b3d,99,16539.070707070707
252,1627,33d817fcf51012a660bc7501d6e0489a,100,16444.64
253,6808,d57c15c93317e92c17d6d07bdb319fd3,50,16372.52
254,5120,a0ef4b6074cb9d30375a53368a3b509d,12,16331.916666666666
255,3565,702e47b25ae999d8f50bdbd177cde3b9,96,16295.166666666666
256,4314,87ea1322ffa60cc95b0d312ebbb43821,96,16293.604166666666
257,2730,56517e723302080c9690e532e56dafd8,99,16293.525252525253
258,1222,273c082c5a417c9e3d78f48cfae25335,98,16254.92857142857
259,4089,807db14d2a271bdcd1e4df86e4f86544,16,15955.75
260,4024,7e4fd4cd2f0e070282b2ad05743c9edc,96,15909.09375
261,8102,ff427c223e32a922e2b28fce9999e9bb,99,15887.969696969696
262,3362,6a396dcae8dfea3477a381f2ebd32572,97,15797.278350515464
263,5107,a096525d226b107fd6d569a9d473a711,99,15721.666666666666
264,4062,7f76687b464143c0c9cda1836d21c38d,94,15564.22340425532
265,5852,b6ea244b95b103c654904b183352ec8e,83,15508.831325301206
266,2253,47b41c7d5d6691e4d4dc9787e6a4e135,36,15341.277777777777
267,3031,5f776a84c65f39547c23524545e0b5e9,2,15253.5
268,5428,a9beff59513f9f5366b74279579fe0ad,78,15231.358974358975
269,1762,3871485add3e0a073835efbb7d801a63,99,15089.121212121212
270,6686,d1b98ec72ddc3533ab1875d61c551a2a,100,15052.58
271,5584,aee3605be2ef30aefcce0d639dbc5637,23,14992.739130434782
272,6612,cf05ba0057116ba64388b900a4715ed3,99,14919.232323232323
273,1041,21c8be138fd7a31aef59a1e20b257415,99,14911.747474747475
274,4109,80e17149f9e369d4369ddfdb0a46895e,98,14897.489795918367
275,6379,c7f93d97cf25743cca42bb2dd48c639e,43,14843.232558139534
276,960,1f214b6f4d884a79e5b78c59bee70846,99,14833.737373737375
277,5385,a8653efd261801710ce68e751802664d,17,14715.64705882353
278,1994,3ffda6bb909ce95a2b64c59458206d56,99,14708.020202020201
279,3604,7193f180c185109c947bc9ba201aebe9,98,14625.826530612245
280,1364,2b49344cf61a0c0b0450c435eb6add3a,98,14595.408163265307
281,6359,c7834b4a0098c8f9514e24204b0af807,100,14470.9
282,1523,30495788ae73ff482350fb5ce96652d2,98,14450.367346938776
283,5208,a36e99544c965b39f7d939ac1d7a14cf,12,14366.583333333334
284,8114,ff9f262141b0b9bf9d317dd183733967,5,14342.0
285,5277,a559c44b3fa4e378350ea41601856b96,99,14337.363636363636
286,3293,6803829ab2c1e5ae7b3ec02a15f5b658,99,14299.585858585859
287,2853,59f2cdf4e6cdcee8210718b634c3678a,99,14219.828282828283
288,6408,c92736bba067bc767905228fbbf01c47,28,14171.785714285714
289,7228,e18b4a0ee54c32ae5cbb696b431c2f98,5,14147.8
290,325,0a653c4488853807c3b0f83ae76e0cee,19,14016.631578947368
291,7511,eb7b2add2461d30c1d3bd96271c4bf20,99,13945.484848484848
292,1019,2107f087b6cf1f8f743a76fd02839f8e,97,13863.154639175258
293,646,1536ba3e20b46d84c1d2eca423d3ade8,98,13822.908163265307
294,3054,606bff3d88af929ef53ec1e8a6f68d8c,99,13736.737373737375
295,5359,a791d5fca0d53505750cf2f68f95334f,96,13666.666666666666
296,6496,cbb65c5a6b1f049aed6ea694c2a56501,100,13656.11
297,1659,34cd9d1886fa3b84bc7bffb8f5de1fd7,60,13628.716666666667
298,1410,2ca090bad1848c701d05ed6029038789,32,13599.5625
299,3342,69bc2c122c5d838214f1035dee392ae9,2,13570.0
300,6413,c94d2149350ff12212b93e0c5e1a5923,62,13559.5
301,7445,e9470fead5bffabef1f8bf2bb7683f6a,100,13520.14
302,5398,a8d73b8fcc48a9b0100bab753f21adfe,98,13518.489795918367
303,3307,6880acda7e2d1f858d0bab25eced9b60,15,13460.4
304,426,0d88c4046d0ff09d0e7eb08f313fa282,99,13376.050505050505
305,4304,8783f3baef738ec689ff12b251827d39,7,13333.142857142857
306,4741,959c0422de4e2453de5ef7daa6299c4c,99,13252.424242424242
307,1927,3de2e7d3353c562a97f5504afb2b8255,99,13239.515151515152
308,7463,e9f23ff57b4b731a1d3c7aaaf0cc4b8d,100,13226.22
309,674,15d5092ce326187557e6e7f051aa87fe,61,13181.672131147541
310,4055,7f60ff36d500e97ec5d604bf7c865b6f,100,13121.25
311,306,09c10d31f05f1be2bbfefbba919d414e,98,13119.34693877551
312,3973,7c1f3fdd247b72200539681fbd3e052c,98,13108.867346938776
313,703,16bc4efe0cc9a6b49dfdbe7edc1fd5f0,98,13022.979591836734
314,780,192406b23cf3fa8955477f424a0d634e,31,13012.032258064517
315,5216,a39a6a9b396d27bab2db7333d479d897,34,12919.64705882353
316,3658,73118af34681713edfedeafa50a81543,71,12888.492957746479
317,6749,d3dfaba403ae865caf83fe7b65048615,91,12838.417582417582
318,6551,cd754eb6ff2a1a77445e16e64bac1f43,14,12817.357142857143
319,6483,cb548c90dae7b10a8b623a7dde48d92b,100,12738.44
320,4775,9677435d9b238a55e499b296f2dea167,99,12724.39393939394
321,5400,a8ec14a4cef50c8f121211f79f958955,99,12575.454545454546
322,3476,6dd55a46fe477a0d47587d263d62bdf8,100,12501.31
323,1250,27e2b4a213bca863cd19ffd123ba5c4f,99,12423.111111111111
324,1989,3faa90d8f30440820ee368689eedd989,98,12410.112244897959
325,286,094853c922795e96d5acf901d6bc5938,99,12405.111111111111
326,3977,7c44908bc412a67992a4deee1ea3edbe,90,12382.966666666667
327,1156,2530bfc853aaf938ccb84704e56c60ee,100,12375.0
328,421,0d55d878fc749e7678f04e11706d981b,17,12345.882352941177
329,4180,8347be0b34df31d2ca586f27259166f0,10,12324.5
330,2322,499f25fdbd649fab26a60225614fd011,99,12311.272727272728
331,2409,4c642769a43f277e91576dbdae0c4c4d,99,12139.191919191919
332,2030,40f7f373f5d03fa275c290ce990e2e31,21,12116.952380952382
333,6583,ce57f7392f260f1b593ddb9002971285,100,12116.17
334,1729,374c38bc17889c44a54af1a4683e852a,99,12076.181818181818
335,6891,d7bfdac0b7c4c4b042e33cdebebeee52,99,12069.424242424242
336,2398,4bff4a45d2a714ab1cd5cf9130007931,95,12038.105263157895
337,7049,dc56e76c3d9375d3442f7d4a1816b5d7,8,11998.25
338,2311,495e7552c0d2b7dd9f2fb35cf8f2eabc,99,11960.050505050505
339,1327,2a115d7b42ebce141f013636bc4147a1,100,11769.74
340,659,157e7c9c33f0bbb47ad3444dec4d8d6f,7,11738.0
341,4764,962325dea1b8a9de571b197ed8ba00a6,1,11734.0
342,3036,5f94ee37362e4646995e68b5e8114af0,95,11722.673684210526
343,1876,3c0573aac7b27b476401c5ac7f51514f,99,11538.40404040404
344,4386,8a51556f2dd1944bc523db7bfa14247f,11,11535.727272727272
345,7104,dd9347148456b490818befe5e72e3b6b,97,11514.154639175258
346,3431,6c90c664c20aa68d5f668de999396dc6,99,11451.9898989899
347,3373,6abe3fe3291ddd4ee114d3f969ac89b0,97,11362.298969072164
348,1869,3bbfceae6af1f4e30d948b0c0d27ae64,27,11302.074074074075
349,7050,dc5d82907973bf4a619f725cc75346ee,49,11204.367346938776
350,3321,68fe9affec858dbd81c5831038910acc,17,11074.35294117647
351,7098,dd642c42f2acb865c1f1e68b99c41774,99,11066.050505050505
352,5217,a39c7e32cab1342c18760641d62278ed,98,11060.785714285714
353,1789,39667cb9e485b0f85ab93b2bfcd5c9d4,99,11011.515151515152
354,323,0a532ccbaa201c0787e67b19d81c1035,98,10963.295918367347
355,3923,7ac123738f6183add4a955d50adfa559,99,10958.979797979799
356,7524,ebfe0a5e1b7768d2c8ca9d39674a543d,98,10952.591836734693
357,4632,91d7d4865133340c3b90f9c3df77a28e,98,10940.397959183674
358,4508,8e23b584b9d8532f509230e2e04c5648,12,10915.0
359,1168,2593bbeca8f88b4b6600ebaa03fa6aed,100,10892.46
360,7373,e61b804d36bf0d2f18cf342968540ff6,99,10874.68686868687
361,995,205b01602f7141a394396649acd2efdb,46,10873.04347826087
362,1882,3c28ec298adffeaac9c52061fd91b866,98,10827.061224489797
363,2625,52cf9ca1493f889c9c442fc30129944c,79,10816.759493670887
364,7736,f3224e9b81501586c75659b8772373a4,100,10772.71
365,3159,639d87d7a3c3c14c3aa89e10dc0e59ed,99,10768.40404040404
366,2876,5a8a36565d7cbdc90c77f3689d73e1bb,99,10762.939393939394
367,4077,804279a5355d8ed5e810d5ef44996996,11,10641.90909090909
368,7015,db407537019774c41fb47cf7d73548fc,77,10579.246753246753
369,5194,a2da26e069debe1d4a6fd8b4c73aee52,98,10541.948979591836
370,218,0667c3d3e1aaa3ffaa19585c900b4232,98,10508.469387755102
371,4566,8fc846d9f778dc8ef18a6e68aa6938e9,99,10366.31313131313
372,4422,8b7bb84faa2110939b0b9c930dfb80e6,98,10361.265306122448
373,2968,5d6253cea8a54d8ede73711750a9f13b,29,10306.551724137931
374,7366,e5e5e900b61c0ed3f7856385de252e38,3,10302.0
375,7304,e3e307e6a0f141588f6abc1048e11881,98,10294.602040816326
376,5867,b782d12d3862b16733fe2ed3f086a895,97,10275.525773195875
377,1541,30fb5b5099cd51e817d303384bf1e2b3,20,10260.4
378,2157,44de7e75d997eca67889855f9c7aa063,85,10198.494117647058
379,1013,20e098514cf2bed73a83d6571bab6a02,4,10162.5
380,2257,47d4009d38ad89e120ab2cace803ba44,98,10157.65306122449
381,338,0ad808d22d30b9434744b7b650c33c7a,100,10154.98
382,5125,a10a3a3fc62dfef50bb56bc60df17a15,98,10153.57142857143
383,2711,55aa33e73ddc92965d2ba9bbad0123d5,91,10153.494505494506
384,7664,f08d88e91e927bf9f949107df113fd29,99,10038.929292929293
